date,cumulative_cases,adjusted_cumulative_cases,recoveries,deaths_daily,cumulative_deaths,active_cases,week_label,week_no,cumulative_tests,tests_daily,cases_daily,adjusted_cases_daily,perc_positive,test_thousand,weekly_tests,weekly_cases,tests_per_case,seven_day_tests,seven_day_positives,seven_day_average,case_fatality_rate,fatalities_seven_days,fatalities_seven_days_average,public_tests,private_tests,new_public_tests,new_private_tests,7_day_weekly_average,community_sceen_and_test,passive_case_finding,vaccinated_total,vaccinated_daily,non_sisonke_vaccination_total,vaccinated_sisonke,j_and_j,pfizer,vaccinations_7_day_average,fourteen_day_deaths_change,fourteen_day_cases_change,pk
14-06-2022,3979836,0,3858949,73,101550,19337,11-17Jun,119,25515180,34501,710,0,2.1%,21,,,,166397,8843,5.31%,2.6%,201,2.3%,11611025,13904155,1137,9356,1263,,,36522914,76371,35781278,741636,0,0,35519,14,-54,832
15-06-2022,3981739,0,3861877,92,101576,18286,11-17Jun,119,25537597,42500,1903,0,4.5%,45,,,,185083,8653,4.68%,2.6%,266,3.1%,11624325,13913272,13300,9117,1236,,,36558454,109784,35816811,741643,0,0,44829,68,-53,833
16-06-2022,3983675,0,3866240,75,101584,15851,11-17Jun,119,25562966,58279,1936,0,3.3%,33,,,,220587,8614,3.91%,2.6%,341,4.0%,0,0,0,0,1231,,,36565633,81205,35823990,741643,0,0,50382,117,-50,834
17-06-2022,3984646,0,3868259,39,101589,14798,18-24Jun,120,25576392,61212,971,0,1.6%,16,260934,7993,33,260934,7993,3.06%,2.5%,336,4.2%,11649613,13926779,8002,5424,1142,,,36594656,71742,35853006,741650,0,0,55521,96,-46,835
18-06-2022,3985606,0,3869435,22,101598,14573,18-24Jun,120,25583173,45576,960,0,2.1%,21,,,,293502,7978,2.72%,2.5%,349,4.4%,0,0,0,0,1140,,,36600625,42171,35858975,741650,0,0,60864,104,-48,836
19-06-2022,3986601,0,3870895,20,101604,14102,18-24Jun,120,25597242,34276,995,0,2.9%,29,,,,313360,8011,2.56%,2.5%,362,4.5%,0,0,0,0,1144,,,36602354,36721,35860704,741650,0,0,65806,93,-43,837
20-06-2022,3986892,0,3871421,31,101620,13851,18-24Jun,120,25604409,28017,291,0,1.0%,10,,,,304361,7766,2.55%,2.5%,352,4.5%,11661564,13942845,2852,4315,1109,,,36634824,40168,35893166,741658,0,0,65452,70,-41,838
21-06-2022,3987979,0,3872768,42,101640,13571,18-24Jun,120,25618427,35254,1087,0,3.1%,31,,,,305114,8143,2.67%,2.5%,321,3.9%,11666755,13951672,5191,8827,1163,,,36669717,69092,35928044,741673,0,0,64412,57,-36,839
22-06-2022,3989007,0,3873790,93,101697,13520,18-24Jun,120,25637671,40429,1028,0,2.5%,25,,,,303043,7268,2.40%,2.5%,322,4.4%,11677530,13960141,10775,8469,1038,,,36703505,101151,35961822,741683,0,0,63179,85,-38,840
23-06-2022,3990056,0,3874944,84,101704,13408,18-24Jun,120,25655319,50910,1049,0,2.1%,21,,,,295674,6381,2.16%,2.5%,331,5.2%,11687164,13968155,9634,8014,912,,,36731686,96862,35989996,741690,0,0,65415,81,-43,841
24-06-2022,3991003,0,3876082,77,101717,13204,25Jun-1Jul,121,25669097,50670,947,0,1.9%,19,285132,6357,45,285132,6357,2.23%,2.5%,369,5.8%,11693734,13975363,6570,7208,908,,,36754405,84688,36012711,741694,0,0,67265,125,-40,842
25-06-2022,3991944,0,3876946,30,101727,13271,25Jun-1Jul,121,25683447,45776,941,0,2.1%,21,,,,285332,6338,2.22%,2.5%,377,5.9%,0,0,0,0,905,,,36758843,55338,36758843,,0,0,69146,126,-32,843
26-06-2022,3992449,0,3877400,27,101731,13318,25Jun-1Jul,121,25692263,36944,505,0,1.4%,14,,,,288000,5848,2.03%,2.5%,384,6.6%,0,0,0,0,835,,,36760098,28412,36760098,,0,0,67959,119,-43,844
27-06-2022,3992661,0,3877949,14,101731,12981,25Jun-1Jul,121,25698459,29362,212,0,0.7%,7,,,,289345,5769,1.99%,2.5%,367,6.4%,11708320,13990139,2400,3796,824,,,36780463,26058,36038756,741707,0,0,65943,83,-35,845
28-06-2022,3993001,0,3879002,18,101745,12254,25Jun-1Jul,121,25708720,25273,340,0,1.3%,13,,,,279364,5022,1.80%,2.5%,343,6.8%,11712678,13996042,4358,5903,717,,,36802355,43512,36060645,741710,0,0,62289,29,-42,846
29-06-2022,3993444,0,3879941,33,101764,11739,25Jun-1Jul,121,25720034,27771,443,0,1.6%,16,,,,266706,4437,1.66%,2.5%,283,6.4%,11718241,14001793,5563,5751,634,,,36823695,63597,36081985,741710,0,0,56924,-17,-48,847
30-06-2022,3993843,0,3880462,62,101793,11588,25Jun-1Jul,121,25731148,32689,399,0,1.2%,12,,,,248485,3787,1.52%,2.5%,261,6.9%,11723894,14007254,5653,5461,541,,,36843272,62809,36101561,741711,0,0,52059,-22,-53,848
